Prompt,Answer
"I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail.","It sounds like you are feeling very isolated and alone in your marriage. It's understandable that you would feel this way if your husband has effectively shut down emotionally and physically. It's important to communicate your needs to your husband, but it sounds like he isn't receptive to hearing what you have to say. If you're feeling like you're at the end of your rope, it might be time to seek out counseling or therapy to help you deal with the situation."
"My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems.","It sounds like it's going to take some time and effort to rebuild trust in your relationship. It's important to be honest with each other about your feelings and to give each other space to work through your trust issues. If you're both willing to put in the effort, it's possible to overcome this and have a healthy, trusting relationship."
"I’m in love with my friend who is also a girl. I fell in love with her in a few months. That was my first love. We used to talk for the whole day and night over the phone and on Facebook. I thought she had the same feelings for me, but I was wrong. I always wanted to touch her warmly and stay with her all my life. But all my dreams get broken apart after she got into a relationship with a guy. I’ve tried to be in relationship with guys, but I can’t be in love with them.","It sounds like you're still in love with your friend, even though she is now in a relationship with someone else. It's understandable that you would feel this way, but you might want to consider how you're approaching your own relationships with other people. If you're constantly comparing them to your friend, you're likely setting yourself up for disappointment. Instead, try to focus on the positive qualities of the people you're dating and give them a fair chance."
I've been getting told lately by my partner that it’s embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.,"It can be difficult to feel like the odd one out when you're around your partner's family and friends, especially if they seem to be more social than you are. However, it's important to remember that everyone is different and there is no right or wrong way to be around others. If you feel comfortable and happy being more introverted around your partner's loved ones, then there is no need to change. However, if you find that you are constantly feeling left out or like you don't fit in, it might be worth trying to be more outgoing. Talk to your partner about your concerns and see if they can offer any advice on how to be more comfortable in social situations."
How can I know if I'm just being paranoid?,"If you have a strong and persistent feeling that someone is out to get you, even though there is no evidence to support this, it may be a sign that you are paranoid. Other signs of paranoia include feeling excessively suspicious or feeling like you are being constantly watched or followed. If you are experiencing these symptoms, it is important to speak to a mental health professional to get help."
"My partner and I have had an amazing relationship and connection for over two years. We're very committed to each other and are planning a very long life together. However, he recently was very open and honest that he isn't interested in having sex with me anymore. He says this has happened in every past relationships and has ended it as a result. He knows it's because it's the ""same person"" feeling, but how can he get over this?","There's no easy answer to this question, as it's ultimately up to your partner to decide whether or not he wants to continue having sex with you. However, there are a few things you can do to try to help him overcome this issue. First, you can try to spice up your sex life by trying new things and being more adventurous. You can also try to talk to him about his feelings and see if there's anything you can do to help him feel more connected to you during sex. Ultimately, though, it will be up to him to decide whether or not he wants to continue having sex with you."
"My wife and I have a great relationship except for our sex lives. We are pretty transparent and honest, and basically, she feels bad because she never wants to have sex. She doesn't have the desire. She's also never orgasmed. She feels like a terrible wife and fears I'll cheat on her. She doesn't know why. Last time we had sex, she cried and felt bad and didn't know why she cried. However, she also told me that the last time we had sex, she felt me in her, but it just felt ""ehh"" and wanted to stop. That makes me feel really awful. We rarely have foreplay. Everything I try tickles her, so she makes me stop. We are both frustrated but very much in love. She and I are in our early 20s. We’re married and we have a baby on the way.","It sounds like your wife is experiencing some low libido and/or anorgasmia, which can be tough for both partners in a relationship. It sounds like you're both feeling frustrated, but it's important to remember that these issues are not necessarily indicative of a lack of love. There are a number of potential causes of low libido and anorgasmia, including hormonal changes, stress, anxiety, depression, and certain medications. If your wife is experiencing any of these things, it may be contributing to her low libido and difficulty achieving orgasm. If you're both feeling frustrated, it may be helpful to talk to a therapist or sex therapist who can help you explore the potential causes of your wife's low libido and help you both find ways to improve your sex life."
"We got into arguments, and we would break if off but start it back up again. We clicked, or so I thought. We are both married with problems in our marriage. We never have sex; we just send a lot of pictures back and forth and talk about doing things together. His wife found out, and he lied to her and didn't even refer to it as an affair. I can't stop thinking about him. We just click. I've been married for 16 years, and I've never liked anyone other than my husband. Now I like him, and we’ll never be together.","It's difficult when you find yourself attracted to someone other than your spouse, especially if you feel like you ""click"" with this person in a way that you don't with your spouse. It sounds like you are stuck in a difficult situation where you care for your husband but also feel drawn to this other man. While it may be tempting to pursue a relationship with this other man, it's important to remember that you are married and have made a commitment to your husband. If you do decide to pursue a relationship with this other man, it would technically be considered an affair, and it's likely that it would cause a lot of pain for your husband and your marriage."
"My boyfriend of five months expresses how much he cares for me and loves me, and I believe it. It has been one of the best relationships I have been in for a short period of time, but he has lied to me so much. He’ll tell me that he'll stop lying, and while he’s saying that, he's hiding something or lying about something. First, it was about a girl. He hid text messages and claimed she was a friend and it was a friendly conversation when it was a girl he once found interest in. Next was his ex-girlfriend. He put a fake contact name, and it was just friendly, but he lied to my face. All the time, he claims he never cheated and still expresses his love the same way and that he wants to change and do better.","If your boyfriend is lying to you about things like this, it's possible that he's not being completely honest with you about his feelings. It's important to be able to trust your partner, and if you can't, it may be time to reconsider the relationship."
"I was texting a guy who wasn't my boyfriend, and my boyfriend found out. We work together, so he went to work and told everyone I was cheating on him. I moved out of the house. There have been previous problems, and I feel like I'm usually the issue here. In order for us to move on, he wants me to sign this contract that he wrote out listing things he doesn't want me to do anymore. I'm wondering if this a healthy relationship to save or if I should walk away.","It does not sound like this is a healthy relationship to save. If your boyfriend is requiring you to sign a contract listing things he doesn't want you to do anymore, that is not a healthy way to communicate or resolve conflict. It would be best to seek professional help to learn how to communicate effectively with one another before continuing in this relationship."
"About a month ago, I went through my boyfriend’s phone and found him messaging his ex-girlfriend that he was dating before me. He gave her a promise ring when they were together, and he still had it hiding in his memory box in our son’s room. I found many things on his phone, but that broke my heart the most. He deleted all the messages but two. I can't help thinking they were talking about the old times together or something like that. It really kills me, and I can't stop thinking about it.","If you found your boyfriend messaging his ex-girlfriend, it is understandable that you would feel hurt and betrayed. However, it is important to remember that everyone has a past and everyone makes mistakes. What matters most is how your boyfriend treats you now. If he is honest and loving towards you, then you should try to forgive him and move on."
"I have been married for 20 years. He and I both cheated. I hid my cheating for 14 years. Over that time, I let life stress me out. I became depressed. When I finally woke up, he felt I had pushed him out.",It sounds like you have been through a lot in your marriage. I'm sorry to hear that you and your husband both cheated on each other. It's understandable that you would feel depressed after hiding your cheating for so long. Hopefully you can work on your relationship and improve communication with your husband.
"My boyfriend recently got a kitty. I hate cats in general, and he knows it. It grosses me out and makes me very upset when he pets his cat. I want to throw out the cat. I feel very jealous.","This is a difficult situation because you clearly have different views on pets. It sounds like you are trying to be understanding of your boyfriend's wishes, but you also have your own limits. Ultimately, you will need to come to a compromise that works for both of you. Perhaps you can agree to keep the cat if your boyfriend agrees to take measures to keep it clean (e.g., regular baths, brushing, etc.). Alternatively, you could try to find a new home for the cat where it will be loved and cared for. Whatever you do, be sure to communicate openly with your boyfriend so that he understands your feelings and can work with you to find a solution."
"Over the course of a few days, my wife was unsure about her feelings for me due to constant intimacy issues. After she thought things through, she came to the realization that she is no longer ""in love"" or attracted romantically to me. She instead has more of a platonic love and just cares for me as just ""family."" At that point, she said our marriage was over. Now over the course of the last few days, she has taken a ""friendship"" from a coworker. She insists there is nothing more than friends, but she has spent all her free time with him.","Your wife's feelings for you have changed, and she is now more interested in a platonic relationship or friendship with you rather than a romantic one. While she may insist that there is nothing more than friendship between her and the coworker, it is clear that she is spending more time with him than with you. This suggests that she is more interested in him than she is in you."
"I have no idea what happened. I go places and do things but still feel lonely. I honestly have no friends, and I am always the one texting people and bothering people. I feel invisible, like someone that no one wants to be around.","It's possible that you are feeling lonely because you don't have many close friends. It's also possible that you feel like you're always the one initiating contact with people, and that can make you feel like you're not really wanted or valued by them. If you feel invisible, it might be because you're not really putting yourself out there and letting people get to know you. Try to find ways to connect with people on a deeper level, and don't be afraid to let people know what you're really thinking and feeling."
"I love my boyfriend and everything that leads to sex, but when it comes to the actual penetration, I hate it. I don't know why, but I just want it to be over. I feel like crying. I don't know why I don’t like it because all of my friends enjoy it.","There could be a variety of reasons why you don't enjoy penetration during sex. It could be that you're not lubricated enough, which can make penetration painful. It could also be that you're anxious or stressed about something, which can make it difficult to relax and enjoy the experience. If you're not sure what the reason is, it might be helpful to talk to a therapist or sex therapist, who can help you explore the root of the problem and find ways to make sex more enjoyable for you."
I didn't trust my wife when I found out that she had a new guy friend that she was texting and calling. I investigated him before I found out that he was gay and that there was nothing going on. Now all my wife and I do is fight about trust.,"If you're finding that you don't trust your wife, it's important to communicate with her about your concerns. Try to explain why you're feeling insecure, and ask her to help you feel more secure in the relationship. If she's unwilling or unable to do that, then you may need to consider whether the relationship is right for you."
"I've been in a relationship for over a year. He's cheated and lied. I heard he's married, but he says he's not. Everything is very up and down; there's no trust. Recently, he went on a trip, and I promised him I'd behave and not drink because when I drink, I drink too much, and I tend to make poor choices. This time, I made a huge mistake: I drank too much, and I cheated on him. I slept with another man for about five minutes before realizing what I was doing is wrong. I told him and he just got really rude. He called me names and threatened me. I feel bad as I do love him. We just have so many issues. I'm not a bad person, I've just made a lot of bad mistakes. It’s unintentional, and I know right from wrong, but why do I still make the wrong choice?","It sounds like you might be struggling with addiction, which can cause people to make poor choices even when they know what the right thing is. If you're drinking too much and finding that you can't control your behavior when you drink, it's important to get help for that. If you're not able to stop drinking on your own, you may need to seek treatment at a rehabilitation center. In addition, it's important to work on rebuilding trust with your partner. If you've cheated on him, you'll need to be honest about what happened and take responsibility for your actions. You can also try to rebuild trust by being more transparent with him about your thoughts and feelings, and by making a concerted effort to follow through on your promises."
"I crave attention, companionship, and sex. She has had a hysterectomy, and she has a bad knee.","I crave attention, companionship, and sex. She has had a hysterectomy, and she has a bad knee."
"I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child.
   The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything. He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time. He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him. He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.
   I'm of course hurt and in shock. I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away. Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart. I have to make a decision quick because she will be flying out sooner than I thought.","There is no easy answer to this situation. It sounds like your husband is caught in the middle of his feelings for you and his feelings for this other woman. On one hand, he wants to be with you and have a family with you. On the other hand, he feels drawn to this other woman and may even be in love with her.

It sounds like you have two options. You can either try to work through this situation with your husband, or you can choose to walk away. If you decide to stay, you will need to be prepared to share your husband with this other woman. This will undoubtedly be difficult, but it may be the only way to save your marriage. If you decide to walk away, you will need to be prepared for the emotional fallout. Either way, your heart is likely to be broken."
"I just got married with my husband. I have four kids of my own, and he accepts me with my kids. I am thankful he loves my kids even though they’re not his. Now we are having problems in our relationship because of my past. I know all marriages have problems, but sometimes I feel it’s not going to work out if there’s no trust. It’s hard for me to let go because I love him, but I am getting tired.","It sounds like you are feeling really stuck right now, and it's understandable given the circumstances. It sounds like you want to make things work with your husband, but you're struggling because of the mistrust that exists between you two. It's important to remember that all marriages have their challenges, and it sounds like you and your husband are facing some big ones. However, if you both want to make things work, it is possible to overcome mistrust and build a stronger relationship. It will take time, patience, and effort, but it can be done. If you're both committed to trying, start by talking openly and honestly about your concerns and working together to create a plan to rebuild trust. Take things one step at a time, and be patient with yourselves and each other. Things won't change overnight, but if you keep working at it, you can get to a better place."
"My boyfriend and I have not had sex in a couple of weeks. He had to have a cyst removed on his testicles. I have been wanting to have sex with him for a while now, and it drives me crazy not to be able to make love to him. I'm scared to touch him and get close to him because I'm afraid that I will hurt him.","It's understandable that you're feeling frustrated, but it's important to respect your boyfriend's wishes and give him the time he needs to recover. In the meantime, there are other ways to show your affection and express your love for each other. Try cuddling, kissing, or even just talking about your fantasies and desires. Once he's feeling better, you'll be able to enjoy each other in the bedroom again."
"My dad cheated on my mom for 13 years. I cannot stop obsessing over the fact that my boyfriend might be cheating on me even when I know he isn't. I have full access to his phone, social media, and e-mails. I never find anything, but I'm obsessed with constantly checking just in case. How do I stop this? It's driving a wedge between us.","You might want to consider seeking professional help to deal with your trust issues. It sounds like you have a lot of unresolved feelings about your father cheating on your mother, and those feelings are impacting your current relationship. Trust is a major issue in any relationship, and if you can't trust your partner, it's going to be very difficult to have a healthy and happy relationship."
"My husband always works. He does work from home, but his hours are from morning until night, and he neglects his family. If I have anything I want to do, I have to find a babysitter, but he does what he wants. He rarely comes to bed when I do, and we never have date nights.","It sounds like your husband is neglecting his family in favor of work. This is a problem because it means that you and your children are not getting the attention and time that you need from him. You should try to talk to him about this issue and see if he is willing to make some changes. If not, then you may need to consider other options, such as getting a divorce."
How do I stop those thoughts?,"There are a few things that you can do in order to stop those thoughts. First, try to identify what is causing them. If you can identify the source of the thoughts, you can then work on addressing that issue. Additionally, you can try to distract yourself from the thoughts by focusing on something else. Finally, you can try to relax and allow the thoughts to pass through your mind without attaching any importance to them."
I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it.,"There are a number of potential causes of erectile dysfunction, and it is important to explore all possible causes with your doctor in order to develop an effective treatment plan. In some cases, simple lifestyle changes such as weight loss, reduced alcohol intake, and quitting smoking may be enough to improve erectile function. In other cases, more intensive interventions may be necessary. There are a variety of effective treatments for erectile dysfunction, including oral medications, vacuum devices, and surgery. Your doctor can help you determine the best treatment option for you."
"My wife and I are newly married, about 2 months. We've had some issues surrounding sex, particularly her lack of libido. She's on an anxiety medication, of which diminished libido is a side effect, but I think our issue is also partly one of a lack of intimacy/romance centered around my hectic schedule. Our sex life has suffered as a result. Tonight she made a genuine effort to let me know she wanted sex, which is a big deal. Once things started, she had the most obviously fake orgasm I've ever encountered. I was honest with her about why, and told her that the most important thing to me in sex was knowing that she was legitimately enjoying it. She responded angrily with a complete denial of the faking. I don't know how to broach this subject and have an honest conversation. I think she will continue to lie to me about faking it which will cause our sex life to spiral further. Please help.","You and your wife need to have an honest conversation about your sex life. It sounds like there is a lack of communication and intimacy between you two, which is causing problems. It's important to be honest with each other about your needs and desires, and to try to find a way to work together to improve your sex life. If your wife is unwilling to talk about the issue or to try to work on it, then you may need to seek outside help, such as counseling."
We make love once per month. Is it normal?,"It is not abnormal for couples to have sex less than once a month, but it is something that you may want to talk to your partner about. There may be underlying issues that are causing this, such as stress or a lack of intimacy, and addressing these issues can help to improve your sexual relationship."
"When having sex I think of other men and want other men all day long. Been married 3 years, together 14. What do you think?","There could be a number of reasons why you are thinking of other men when you are having sex with your husband. It could be that you are not fully satisfied with your sex life with your husband and you are fantasizing about other men in order to make the experience more pleasurable. Alternatively, it could be that you are simply not attracted to your husband anymore and thinking of other men is a way to add excitement to the experience. If you are not happy with your sex life, it is important to talk to your husband about it and see if there are ways to spice things up. If you are no longer attracted to your husband, it may be time to consider ending the relationship."
I have this weird fetish that I'm afraid to open up about it. What should I do?,"There is no one-size-fits-all answer to this question, as the best way to deal with a fetish that you are afraid to open up about will vary depending on your individual circumstances. However, some tips that may be helpful include:

-Talk to a trusted friend or family member about your fetish, and why you are afraid to open up about it. This can help you to better understand your own feelings about your fetish, and may also help to lessen your fears about revealing it to others.

-Seek out online or in-person support groups for people with similar fetishes. This can provide you with a sense of community and can help you to feel less alone in your experience.

-Talk to a therapist or counselor about your fetish. This can be an extremely helpful way to explore your feelings about your fetish, and to develop a plan for how to deal with it."
My boyfriend can't get over my promiscuous past. He says he loves me but says the thought of my past is disgusting and a sexual distraction. He says he should have had more sex with different people. I don't know how to handle this.,"There's no easy answer to this question, as it depends on the specific situation and relationship between you and your boyfriend. However, it sounds like your boyfriend may be struggling with trust and insecurity issues, which can be difficult to overcome. If you're both willing to work on the relationship, it may be helpful to seek out counseling or therapy together to help him deal with his issues."
"I have no sex drive due to medical issues. I’ve shut down completely and closed everyone out. I’ve even told my husband that I wanted a divorce since that’s what I thought he wanted to hear. However, it devastated me when I learned he's seeing someone else.
 I’ve since told him that I wanted to work things out but he’s not sure I actually mean it. He thinks the only reason I want him back is because I’m jealous. How do I show him I’m serious?","It sounds like you need to have a conversation with your husband about your feelings and what you want for your relationship. It's possible that he's feeling insecure about your feelings for him, and so expressing your desire to work things out and rebuild your relationship could help to reassure him. You might also want to talk about your needs and what you're looking for in terms of intimacy and physical connection. If he's seeing someone else, it's possible that he's doing so because he's not getting those needs met in your relationship. If that's the case, then addressing those needs together could be a key part of rebuilding your relationship."
"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?","There are many ways to get help after losing a loved one. You can talk to friends or family, join a support group, or see a therapist. You can also find helpful resources online or in books. Many community organizations also offer grief counseling or support groups."
My grandma and brother both passed away 11 years ago and sometimes at night I just can't stop crying while thinking about the good memories we had but won't have ever again. I can't sleep at night when the memories and tears come I'll be fine all day then at night...boom! it's like waterfalls from my eyes. Why can't I stop crying?,"It's perfectly normal to feel overwhelmed with sadness and grief when thinking about loved ones who have passed away. It sounds like you are doing your best to cope with your loss, but sometimes the memories and emotions can be too much to handle. If you find that you are struggling to cope with your grief, it might be helpful to seek out professional counseling or support groups. There are also many online resources available to help people deal with grief and loss."
"Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother.","It sounds like you had a tough year last year. It's understandable that you would feel hopeless and sad after losing your mother and having a strained relationship with your sister. However, it's important to try to find things that bring you joy and make you feel good. Spend time with friends, do things that make you happy, and be accepting of yourself."
The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,"It can be difficult to move past nostalgia and live more in the present, but it is possible. One way to do this is to focus on the positive aspects of your current situation. Another way to do this is to make new memories and experiences that you can look back on fondly in the future."
"I spent my whole life taking care of my dad, but left because of his verbally abusive behavior. I was the only one that helped with his health issues. I feel if I hadn't left he might still be alive. I need help dealing with my grief and guilty conscience.","There is no one right way to deal with grief or guilt after losing a loved one. However, it is important to remember that you did what you felt was best for yourself at the time. You cannot control what happened, but you can control how you react to it. Try to focus on the positive memories you have of your father and the time you spent together. Allow yourself to grieve in whatever way feels right for you. Seek out support from friends, family, or a therapist if you need help dealing with your emotions."
"My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal. This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home.","You don't deserve to be cheated on and you don't deserve to be lied to. 

You deserve to be with someone who loves you and is committed to you, not someone who is using you as a stopgap until someone else comes along. If your wife is cheating on you, then she is not committed to you and she does not love you.

You deserve better than that."
I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,"It is understandable that you are struggling to cope with the loss of your partner, especially if the two of you were very close. It can be difficult to adjust to life without them, especially if you have to move to a new town. Try to find ways to keep yourself busy and distracted, such as taking up new hobbies or spending time with friends and family. You might also consider seeking out grief counseling or therapy to help you deal with your loss."
What can I do to stop grieving my mother’s death? When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her. Will I ever stop crying? It’s been 3 years.,"It is normal to feel intense grief after the death of a loved one, and there is no set timeline for grieving. Some people find that they are able to move on relatively quickly, while others may struggle with grief for years. There is no right or wrong way to grieve, and everyone will ultimately deal with their loss in their own way.

If you are finding it difficult to cope with your grief, it may be helpful to seek out support from a therapist or grief counseling group. Talking about your loss with others who understand what you are going through can be very helpful. You may also find it helpful to participate in activities that honor your mother's memory, such as planting a tree or making a donation in her name."
"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","It's possible that you have a problem with alcohol, especially if you are finding that you are drinking more than you used to, or if you are struggling to control your drinking. If you are feeling guilty after drinking, it may be a sign that you are aware that your drinking is a problem, and that you are not comfortable with it. If you are concerned about your drinking, it would be a good idea to talk to a doctor or counselor to get some help."
"Or how to send him somewhere that can help him, something like The Baker Act.","The Baker Act allows a qualified professional to involuntarily hospitalize a person for mental health evaluation and treatment if they are considered a danger to themselves or others, or are unable to provide for their basic needs."
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","There are many ways to try to quit smoking, and what works for one person may not work for another. Some people find that nicotine replacement therapy (NRT), such as patches or gum, can help to ease the transition. Others find that counseling or support groups are helpful. Some people find that they need to try multiple methods before they find one that works for them. Ultimately, it is important to find a method that works for you and that you are committed to, as quitting smoking is a difficult process."
"My boyfriend and I recently broke up. One week, we were fine, and the next, he told me he needed space. He completely deleted me out of his life. He does have an opiate addiction. He claimed he was sober, but since we've split, I've heard many lies from him. Could he be using again, and does this addiction affect the mind?","It's possible that your boyfriend is using again, and it's also possible that his addiction is affecting his mental state. If you're concerned about his well-being, it's best to reach out to a professional who can help you assess the situation and get him the help he needs."
"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications.","Your friend is abusing her prescription medication if she is taking more than the prescribed amount, or if she is taking it more often than prescribed. This can be extremely dangerous and lead to addiction or overdose. If you are concerned about your friend's safety, you should talk to her about your concerns and urge her to get help from a doctor or therapist."
She's my stepmom. I'm pretty sure she's illegally buying the drugs and hiding them from my dad.,"If you are concerned that your stepmother is illegally buying and hiding drugs from your father, you should talk to your father about your concerns. You may also want to contact your local law enforcement agency or child protective services to make a report."
"My brother has been a heroin addict for years, and he’s now in his mid-30s. He has taken from me my mom and my grandparents. He's sick in the head. Now he moved his girlfriend into the house because they both manipulated us. Today, my mom and my brother went toe-to-toe over his girlfriend not helping around the house and always being high. I ended up hitting my brother for getting so close to my mom's face. I feel terrible, but he's always picking his girlfriend over us. Mind you, he tells other girls that he hates his girlfriend, he's single, and she's only living here because he feels bad. We tried kicking them out and everything, but nothing is working. They do nothing to try and help.","It's difficult to see a loved one going through addiction, and even more difficult when they are also manipulating and taking advantage of the situation. It sounds like you've tried everything you can to get them to change their ways, but it's ultimately up to them to want to get better. In the meantime, you should focus on taking care of yourself and your loved ones. Don't hesitate to reach out to a professional for help in dealing with this difficult situation."
"My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather.
   I was adopted in by his dad (who just passed) and his mother will not Get involved because she's afraid of financial responsibility.    Do I have the rights to be able to sign my brother into mentalhealth facility?","Yes, you can sign your brother into a mental health facility for treatment against his will if he is a danger to himself or others. You will need to go through the process of getting a court order for involuntary commitment, which may vary depending on your state."
"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.","There are a number of ways to get help for bipolar II disorder, addiction, and hopelessness. Treatment for bipolar II disorder can include medication, therapy, and other forms of support. Treatment for addiction may include detoxification, rehabilitation, and 12-step programs. And finally, treatment for hopelessness can include therapy, support groups, and self-care. If you are struggling with all of these issues, it is important to seek professional help to get the most effective treatment possible."
"My new daughter-in-law just informed me that she is smoking marijuana while pregnant because of her morning sickness. I’m in shock and I don’t know how to respond. I just lost my mom, and she was good with advice.","It's understandable that you're feeling shocked and upset after hearing this news. While it's ultimately up to your daughter-in-law to make her own decisions about her pregnancy, you can express your concerns to her and let her know that you're there for her if she needs support. You can also encourage her to speak with her healthcare provider about other options for managing morning sickness."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?","It can be very difficult to cope with a loved one who has Alzheimer's, especially if they become nasty or mean. It is important to remember that it is not their fault and that they may not be able to help it. Try to be patient and understanding, and find ways to cope with your frustration and anger. Talk to other people who are in similar situations, or look for support groups."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities. Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems","It can be difficult to manage your feelings when a loved one is going through a degenerative disease like Alzheimer's. While it's important to remember that your mother is not responsible for her condition, it's also natural to feel disappointed and frustrated when she doesn't seem to value your input. Try to focus on the positive aspects of your relationship and on the times when your mother is able to engage with you."
"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.    I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this?",It sounds like it would be helpful for you to talk to someone about this issue. It can be difficult to make your own decisions when you feel like you have to constantly worry about whether or not you are making the right choice in someone else's eyes. Talking to a therapist or counselor could help you learn how to make your own decisions and feel more confident in yourself.
"I have known her for years. She was dating my brother-in-law when we met. My kids think of her as their aunt. On Halloween 2014, I lost my mom to cancer. My mom and dad were still married when she passed away. My friend was there for me through that and my own cancer diagnosis. She has been a very big part of both me and my kids’ life, but now last month, my dad told me that he really likes my friend and wants to marry her. She’s like a sister to me. My kids hate the idea.","It would be difficult for me to see my father marry my friend, especially since she has been such a big part of my life. My kids would probably feel the same way, since they think of her as an aunt. Halloween 2014 was a difficult time for me, as I lost my mom to cancer. My friend was there for me during that time and also when I was diagnosed with cancer. I appreciate all she has done for me, but it would be hard to see her marry my father."
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.","I'm sorry to hear that your mother is having a tough time with your niece. However, I don't think it's fair for her to call you every day to complain. Maybe you can talk to her and explain that you need a break from hearing about the situation? Hopefully she'll understand."
"After I told them, they yelled at me.","The people you told about the secret probably got mad at you because you broke a promise by telling someone else about something that was supposed to be just between the two of you. If you can't keep a secret, it's best not to agree to keep one in the first place."
